"","parent_cluster","dim","resol","subcluster","n_cells","cluster_id","n_ident","n_clusters"
"0122","8.0",18,1.4,"0",47,"AVD, PVC, AVE, AIB, AVG",5,6
"1205","8.0",18,1.4,"1",37,"AVD, AIB, RMG, PVC, AVE",5,6
"2147","8.0",18,1.4,"2",24,"PVC, AIB, AVD, AVE, LUAR, DB, RIM, AIN, RIB, AVB, AVG, M1, URA, DA, RIG, PVW, AVJ, M2, RID, SAB, AIM, RMG, ADA, AIZ, AVA, NSML, RIP, RIV, AIA, AVL, RIA, RIC, MCL, PLN, URY, RIS, SMD, BDU, RMD, RME, DVA, I3, AVH",43,6
"381","8.0",18,1.4,"3",21,"",0,6
"467","8.0",18,1.4,"4",11,"",0,6
"564","8.0",18,1.4,"5",9,"",0,6
"0123","8.0",18,1.5,"0",47,"AVD, PVC, AVE, AIB, AVG",5,8
"1206","8.0",18,1.5,"1",32,"AVD, AIB, RMG, M2, PVC, AVB, AVE",7,8
"2148","8.0",18,1.5,"2",23,"PVC, AIB, AVE, AVD, LUAR, AVG",6,8
"382","8.0",18,1.5,"3",19,"",0,8
"468","8.0",18,1.5,"4",11,"",0,8
"565","8.0",18,1.5,"5",9,"",0,8
"662","8.0",18,1.5,"6",6,"",0,8
"759","8.0",18,1.5,"7",2,"",0,8
"0124","8.0",18,1.6,"0",47,"AVD, PVC, AVE, AIB, AVG",5,10
"1207","8.0",18,1.6,"1",32,"AVD, AIB, RMG, M2, PVC, AVB, AVE",7,10
"2149","8.0",18,1.6,"2",22,"PVC, AIB, AVD, AVE, LUAR, DB, M1, RIM, AVB, AIN, RIB, AVG, ADA, PVQ, RIG, URA, DA, SAB, MCL, AIA, PVW, AVJ, M2, RID, AIM, DVA, RMG, RIS, AIZ, AVA, NSML, RME, URY, SMD, RIA, RIP, RMH, RIV, AVL, RIC, SIB, PLN, BDU, RMD, I6, RIR, I1, I3, I5",49,10
"383","8.0",18,1.6,"3",15,"",0,10
"469","8.0",18,1.6,"4",9,"",0,10
"566","8.0",18,1.6,"5",8,"",0,10
"663","8.0",18,1.6,"6",7,"",0,10
"760","8.0",18,1.6,"7",4,"",0,10
"855","8.0",18,1.6,"8",3,"",0,10
"951","8.0",18,1.6,"9",2,"",0,10
"0125","8.0",18,1.7,"0",32,"PVC, AIB, AVD, AVE, PVW, AVG, AVB, LUAR, DB, AIA, DA, RIR, ADA, MCL, RMH, M1, RID, AIN, RIG, AVA, I5, AVH, PVQ, RMG, URA, RMD, M4, SAB, RIB, PDB, URY, AVJ, SMD, RIA, RIP, M2, PVPL, NSML, RIF, RIS, AVL, PVM, ALA, SDQ, PVR, BDU, RIC, AIZ, RIV, I1, AIM, SAA, RIM, PLN, I3, AS, PHC, MI, VC, AIY, RME, RIH, IL2, I6, FLP, DVB, AVF, VB, URB, IL1, I4, CEPD, M3, DVC, SMB, DD, VA",77,10
"1208","8.0",18,1.7,"1",27,"AVD, AVE, AIB, RMG, PVC, RMD, RID, AVB, AVA, AVJ, I4, LUAR, RIG, M1, PLN, M2, DVA, URY, VC, RIA, AIN, AVG",22,10
"2150","8.0",18,1.7,"2",26,"AVD, AVE, AVG, AVB, AVA, RMG, M2, PVC, AIN, AIB, LUAR, VC, I4, URB, RMD, RMH, NSML, URA, RIR, I1, PVPL, M1, PLN, RIG, AVJ, DVA, IL2, MCL, RIF, RIA, DA, AIA, SDQ, RIV, RID, SIB, RIP, RIH, PVT, SAA, SMB, RIS, VB, URY, RIM, AVF, VA, M4, SAB, I6, AS, AVH, MI, AIY, CAN, I3, AFD, I5, PDB, ASEL, I2, AVK, AUA, PHC, BDU, ADA, PVQ, ASER, DD, M3, RIC, RME, DVB, DB, SMD, URX, DVC, ASG, RIB, M5, PVW, ALA, PVR, ALN, AWB, IL1, ASI, AIZ, AIM, ASK, SIA, AWA, AVL, ADE, BAG, ASJ, VD, ADF, ADL, PVM, OLL, OLQ, PHA, AQR.PQR, AWC, CEPD, PHB, FLP, AVM",109,10
"384","8.0",18,1.7,"3",16,"",0,10
"470","8.0",18,1.7,"4",13,"PVC",1,10
"567","8.0",18,1.7,"5",8,"",0,10
"664","8.0",18,1.7,"6",8,"",0,10
"761","8.0",18,1.7,"7",8,"",0,10
"856","8.0",18,1.7,"8",7,"",0,10
"952","8.0",18,1.7,"9",4,"",0,10
"0126","8.0",18,1.8,"0",32,"PVC, AIB, AVD, AVE, PVW, AVG, AVB, LUAR, DB, AIA, DA, RIR, ADA, MCL, RMH, M1, RID, AIN, RIG, AVA, I5, AVH, PVQ, RMG, URA, RMD, M4, SAB, RIB, PDB, URY, AVJ, SMD, RIA, RIP, M2, PVPL, NSML, RIF, RIS, AVL, PVM, ALA, SDQ, PVR, BDU, RIC, AIZ, RIV, I1, AIM, SAA, RIM, PLN, I3, AS, PHC, MI, VC, AIY, RME, RIH, IL2, I6, FLP, DVB, AVF, VB, URB, IL1, I4, CEPD, M3, DVC, SMB, DD, VA",77,15
"1209","8.0",18,1.8,"1",26,"AVD, AVE, AVG, AVB, AVA, RMG, M2, PVC, AIN, AIB, LUAR, VC, I4, URB, RMD, RMH, NSML, URA, RIR, I1, PVPL, M1, PLN, RIG, AVJ, DVA, IL2, MCL, RIF, RIA, DA, AIA, SDQ, RIV, RID, SIB, RIP, RIH, PVT, SAA, SMB, RIS, VB, URY, RIM, AVF, VA, M4, SAB, I6, AS, AVH, MI, AIY, CAN, I3, AFD, I5, PDB, ASEL, I2, AVK, AUA, PHC, BDU, ADA, PVQ, ASER, DD, M3, RIC, RME, DVB, DB, SMD, URX, DVC, ASG, RIB, M5, PVW, ALA, PVR, ALN, AWB, IL1, ASI, AIZ, AIM, ASK, SIA, AWA, AVL, ADE, BAG, ASJ, VD, ADF, ADL, PVM, OLL, OLQ, PHA, AQR.PQR, AWC, CEPD, PHB, FLP, AVM",109,15
"2151","8.0",18,1.8,"2",21,"AVE, AVD, AVB, AIB, PVC, RMG, RID, DVA, RMD, AVG, I4, AVJ, AVA, LUAR, RIG, M1, NSML, M2, PLN, RIA, AIN, VC, I1, IL2, PVT",25,15
"385","8.0",18,1.8,"3",13,"PVC",1,15
"471","8.0",18,1.8,"4",11,"",0,15
"568","8.0",18,1.8,"5",7,"",0,15
"665","8.0",18,1.8,"6",7,"",0,15
"762","8.0",18,1.8,"7",7,"",0,15
"857","8.0",18,1.8,"8",6,"",0,15
"953","8.0",18,1.8,"9",5,"",0,15
"1046","8.0",18,1.8,"10",4,"",0,15
"11100","8.0",18,1.8,"11",3,"",0,15
"1244","8.0",18,1.8,"12",2,"",0,15
"1338","8.0",18,1.8,"13",2,"",0,15
"1436","8.0",18,1.8,"14",3,"",0,15
"0127","8.0",18,1.9,"0",30,"PVC, AIB, AVD, AVE, PVW, AVG, DB, AVB, LUAR, AIA, DA, RIR, ADA, MCL, RMH, PVQ, RID, AVJ, M1, AIN, AVH, RIG, SAB, I5, URA, AVA, M4, RIB, PDB, URY, RMG, RIA, RIP, PVPL, RMD, BDU, SMD, RIS, M2, AVL, PVM, ALA, RIF, PVR, NSML, SDQ, RIC, AIZ, RIV, I1, AIM, PHC, SAA, RIM, I3, VC, AIY, RME, RIH, MI, IL2, AS, I6, URB, FLP, IL1, DVB, PLN, VB, SMB, AVF, CEPD, M5, DVC, I4, VA",76,16
"1245","8.0",18,1.9,"1",28,"AVD, AVE, AVG, AVB, AVA, RMG, M2, PVC, AIB, AIN, LUAR, I4, RMD, NSML, RMH, VC, URB, URA, RIR, I1, M1, PVPL, RIG, RIF, MCL, PLN, DVA, RIA, DA, IL2, AIA, SDQ, PVT, M4, RIP, RIV, AUA, RIH, RID, SAA, AVJ, RIS, URY, RIM, SIB, AVF, VB, AS, VA, I2, SMB, SAB, MI, AFD, I3, AIY, ASEL, CAN, I5, PDB, PHC, ADA, I6, ASER, DD, PVQ, SMD, M3, AVK, DVB, DB, RIC, RME, DVC, URX, AVH, ALA, PVW, PVR, RIB, ASG, BDU, M5, ALN, AWB, AIM, ASI, AIZ, ASK, AWA, AVL, ADE, BAG, ASJ, VD, IL1, SIA, ADF, ADL, PVM, AWC, OLL, OLQ, CEPD, PHA, FLP, AVM, AQR.PQR, PHB",109,16
"2152","8.0",18,1.9,"2",21,"AVE, AVD, AVB, AIB, PVC, RMG, RID, DVA, RMD, AVG, I4, AVJ, AVA, LUAR, RIG, M1, NSML, M2, PLN, RIA, AIN, VC, I1, IL2, PVT",25,16
"386","8.0",18,1.9,"3",13,"PVC",1,16
"472","8.0",18,1.9,"4",10,"",0,16
"569","8.0",18,1.9,"5",7,"",0,16
"666","8.0",18,1.9,"6",7,"",0,16
"763","8.0",18,1.9,"7",6,"",0,16
"858","8.0",18,1.9,"8",5,"",0,16
"954","8.0",18,1.9,"9",4,"",0,16
"1047","8.0",18,1.9,"10",4,"",0,16
"11101","8.0",18,1.9,"11",3,"",0,16
"1246","8.0",18,1.9,"12",2,"",0,16
"1339","8.0",18,1.9,"13",3,"",0,16
"1437","8.0",18,1.9,"14",3,"",0,16
"1531","8.0",18,1.9,"15",3,"",0,16
"0128","8.0",18,2,"0",28,"PVC, AVD, AIB, AVE, PVW, MCL, DB, AVB, AVG, AIA, DA, RIR, LUAR, RMH, ADA, SAB, RID, I5, M4, PVPL, AIN, AVH, RIG, M1, PVQ, RMG, URA, AVA, PDB, ALA, AVJ, URY, RIA, RIP, SMD, RIF, RIV, IL2, SDQ, I1, M2, AVL, RIB, PVR, BDU, RIS, AIY, AIZ, NSML, RIC, RMD, SAA, RIH, AIM, FLP, PVM, PLN, RIM, I3, VC, PHC, I4, MI, AS, M5, URB, IL1, I6, DVB, VB, AVF, CEPD, RME, DVC, M3, DD, SMB, VA, URX, PVT, DVA, SIB, ALN, PLM, ADE, I2, AUA, AVK, AFD, ALM, ASG, AWC, OLL, ADF, PHB, AVM, ASI, ASEL, CAN, AWA, ASJ, SIA, VD, ASH, OLQ, BAG, AWB, ASER, AQR.PQR",109,22
"1247","8.0",18,2,"1",27,"AVD, AVE, AVB, AVA, RMG, AVG, PVC, M2, AIB, AIN, LUAR, I4, URB, RMD, NSML, RMH, VC, URA, I1, M1, RIG, PLN, AVJ, DVA, RIF, RIR, PVPL, SDQ, DA, RIA, AIA, IL2, RIP, MCL, RIS, M4, PVT, RID, RIV, URY, AUA, SIB, SAA, VB, RIH, SAB, SMB, RIM, VA, I5, AVF, AS, MI, PDB, AFD, I3, I2, CAN, I6, ASEL, AIY, PHC",62,22
"2153","8.0",18,2,"2",20,"AVD, AVE, AIB, PVC, AVB, RMG, AVA, RID, RMD, PLN, DVA, I4, LUAR, AVJ, RIG, AVG, M1, M2, RIA, VC, AIN, NSML, I1, IL2, PVT",25,22
"387","8.0",18,2,"3",8,"PVC, AIB, LUAR, AVE, M1, RMG, AVB, URA, AVA, DB, DVA, RIC, SAB, AVH, ADA, RIB, PVQ, RIV, AVJ, PLN, SMD, AVG, RIP, AIN, SIB, I6, PVW, NSML, I3, AIZ, RME, RIG, DA, BDU, AIM, AVL, ADE, M2, RID, CEPD, ALN, AFD",42,22
"473","8.0",18,2,"4",8,"",0,22
"570","8.0",18,2,"5",7,"",0,22
"667","8.0",18,2,"6",5,"",0,22
"764","8.0",18,2,"7",5,"",0,22
"859","8.0",18,2,"8",5,"",0,22
"955","8.0",18,2,"9",4,"",0,22
"1048","8.0",18,2,"10",4,"",0,22
"11102","8.0",18,2,"11",3,"",0,22
"1248","8.0",18,2,"12",3,"",0,22
"1340","8.0",18,2,"13",3,"",0,22
"1438","8.0",18,2,"14",3,"",0,22
"1532","8.0",18,2,"15",2,"",0,22
"1629","8.0",18,2,"16",2,"",0,22
"1726","8.0",18,2,"17",2,"",0,22
"1824","8.0",18,2,"18",2,"",0,22
"1923","8.0",18,2,"19",2,"",0,22
"2020","8.0",18,2,"20",3,"",0,22
"2154","8.0",18,2,"21",3,"",0,22
"0129","8.0",18,2.1,"0",28,"PVC, AVD, AIB, AVE, PVW, MCL, DB, AVB, AVG, AIA, DA, RIR, LUAR, RMH, ADA, SAB, RID, I5, M4, PVPL, AIN, AVH, RIG, M1, PVQ, RMG, URA, AVA, PDB, ALA, AVJ, URY, RIA, RIP, SMD, RIF, RIV, IL2, SDQ, I1, M2, AVL, RIB, PVR, BDU, RIS, AIY, AIZ, NSML, RIC, RMD, SAA, RIH, AIM, FLP, PVM, PLN, RIM, I3, VC, PHC, I4, MI, AS, M5, URB, IL1, I6, DVB, VB, AVF, CEPD, RME, DVC, M3, DD, SMB, VA, URX, PVT, DVA, SIB, ALN, PLM, ADE, I2, AUA, AVK, AFD, ALM, ASG, AWC, OLL, ADF, PHB, AVM, ASI, ASEL, CAN, AWA, ASJ, SIA, VD, ASH, OLQ, BAG, AWB, ASER, AQR.PQR",109,20
"1249","8.0",18,2.1,"1",27,"AVD, AVE, AVB, AVA, RMG, AVG, PVC, M2, AIB, AIN, LUAR, I4, URB, RMD, NSML, RMH, VC, URA, I1, M1, RIG, PLN, AVJ, DVA, RIF, RIR, PVPL, SDQ, DA, RIA, AIA, IL2, RIP, MCL, RIS, M4, PVT, RID, RIV, URY, AUA, SIB, SAA, VB, RIH, SAB, SMB, RIM, VA, I5, AVF, AS, MI, PDB, AFD, I3, I2, CAN, I6, ASEL, AIY, PHC",62,20
"2155","8.0",18,2.1,"2",17,"AVB, AVE, AVD, AIB, PVC, PLN, AVG, RIM, RMG",9,20
"388","8.0",18,2.1,"3",7,"",0,20
"474","8.0",18,2.1,"4",8,"",0,20
"571","8.0",18,2.1,"5",6,"",0,20
"668","8.0",18,2.1,"6",6,"AIM",1,20
"765","8.0",18,2.1,"7",5,"",0,20
"860","8.0",18,2.1,"8",5,"",0,20
"956","8.0",18,2.1,"9",4,"",0,20
"1049","8.0",18,2.1,"10",5,"AVD, PVC, AVE, DA, AVG, RIP, ADA, M1, AIB, AIN, PLN, RIM, AIA, RIB, I3, AVB, RIG, AVA, RMG, AVL, RMH, URY, PVW, ALN, RID, DB, RIS, M2, RIA, I5, SMB, RMD, DVA, AIY, RIR, URA, ALA, URX, AIM, IL1, SIB, SMD, RIC, PVPL, I1, RIV, ADE, SAA, MCL, NSML, PDB, URB, AVH, AIZ, RME, LUAR, PVQ, CEPD, MI, SDQ, M4, IL2, I6, DVB, RIH, FLP, AVJ, VA, VB, PHC, RIF, M3, I4, DVC, AVF, PVR, AVK, M5, AFD, AS, ASJ, AUA, DD, I2, AWA, SIA",86,20
"11103","8.0",18,2.1,"11",5,"",0,20
"1250","8.0",18,2.1,"12",3,"",0,20
"1341","8.0",18,2.1,"13",3,"",0,20
"1439","8.0",18,2.1,"14",3,"",0,20
"1533","8.0",18,2.1,"15",3,"",0,20
"1630","8.0",18,2.1,"16",3,"",0,20
"1727","8.0",18,2.1,"17",5,"",0,20
"1825","8.0",18,2.1,"18",4,"",0,20
"1924","8.0",18,2.1,"19",2,"",0,20
"0130","8.0",18,2.2,"0",28,"PVC, AVD, AIB, AVE, PVW, MCL, DB, AVB, AVG, AIA, DA, RIR, LUAR, RMH, ADA, SAB, RID, I5, M4, PVPL, AIN, AVH, RIG, M1, PVQ, RMG, URA, AVA, PDB, ALA, AVJ, URY, RIA, RIP, SMD, RIF, RIV, IL2, SDQ, I1, M2, AVL, RIB, PVR, BDU, RIS, AIY, AIZ, NSML, RIC, RMD, SAA, RIH, AIM, FLP, PVM, PLN, RIM, I3, VC, PHC, I4, MI, AS, M5, URB, IL1, I6, DVB, VB, AVF, CEPD, RME, DVC, M3, DD, SMB, VA, URX, PVT, DVA, SIB, ALN, PLM, ADE, I2, AUA, AVK, AFD, ALM, ASG, AWC, OLL, ADF, PHB, AVM, ASI, ASEL, CAN, AWA, ASJ, SIA, VD, ASH, OLQ, BAG, AWB, ASER, AQR.PQR",109,28
"1251","8.0",18,2.2,"1",26,"AVD, AVE, AVG, AVB, RMG, AVA, M2, PVC, AIB, AIN, LUAR, I4, VC, URB, RMD, NSML, RMH, URA, RIR, I1, PVPL, M1, PLN, RIG, AVJ, DVA, IL2, RIF, MCL, SDQ, DA, AIA, RIA, M4, RIP, URY, RIV, AUA, SIB, RIH, I5, PVT, RID, SAA, SAB, SMB, RIS, VB, AVF, VA, AS, RIM, PDB, I6, I2, MI, AFD, I3, AIY, PHC",60,28
"2156","8.0",18,2.2,"2",11,"AVD, RMG, RID",3,28
"389","8.0",18,2.2,"3",6,"",0,28
"475","8.0",18,2.2,"4",5,"",0,28
"572","8.0",18,2.2,"5",5,"",0,28
"669","8.0",18,2.2,"6",5,"",0,28
"766","8.0",18,2.2,"7",5,"",0,28
"861","8.0",18,2.2,"8",5,"",0,28
"957","8.0",18,2.2,"9",4,"",0,28
"1050","8.0",18,2.2,"10",3,"",0,28
"11104","8.0",18,2.2,"11",3,"",0,28
"1252","8.0",18,2.2,"12",3,"",0,28
"1342","8.0",18,2.2,"13",3,"",0,28
"1440","8.0",18,2.2,"14",3,"",0,28
"1534","8.0",18,2.2,"15",3,"",0,28
"1631","8.0",18,2.2,"16",3,"",0,28
"1728","8.0",18,2.2,"17",5,"",0,28
"1826","8.0",18,2.2,"18",2,"",0,28
"1925","8.0",18,2.2,"19",2,"BDU",1,28
"2021","8.0",18,2.2,"20",3,"",0,28
"2157","8.0",18,2.2,"21",4,"",0,28
"2221","8.0",18,2.2,"22",2,"",0,28
"2316","8.0",18,2.2,"23",2,"",0,28
"2415","8.0",18,2.2,"24",2,"",0,28
"2514","8.0",18,2.2,"25",2,"",0,28
"2613","8.0",18,2.2,"26",2,"",0,28
"2710","8.0",18,2.2,"27",2,"",0,28
"0131","8.0",18,2.3,"0",28,"PVC, AVD, AIB, AVE, PVW, MCL, DB, AVB, AVG, AIA, DA, RIR, LUAR, RMH, ADA, SAB, RID, I5, M4, PVPL, AIN, AVH, RIG, M1, PVQ, RMG, URA, AVA, PDB, ALA, AVJ, URY, RIA, RIP, SMD, RIF, RIV, IL2, SDQ, I1, M2, AVL, RIB, PVR, BDU, RIS, AIY, AIZ, NSML, RIC, RMD, SAA, RIH, AIM, FLP, PVM, PLN, RIM, I3, VC, PHC, I4, MI, AS, M5, URB, IL1, I6, DVB, VB, AVF, CEPD, RME, DVC, M3, DD, SMB, VA, URX, PVT, DVA, SIB, ALN, PLM, ADE, I2, AUA, AVK, AFD, ALM, ASG, AWC, OLL, ADF, PHB, AVM, ASI, ASEL, CAN, AWA, ASJ, SIA, VD, ASH, OLQ, BAG, AWB, ASER, AQR.PQR",109,27
"1253","8.0",18,2.3,"1",26,"AVD, AVE, AVG, AVB, RMG, AVA, M2, PVC, AIB, AIN, LUAR, I4, VC, URB, RMD, NSML, RMH, URA, RIR, I1, PVPL, M1, PLN, RIG, AVJ, DVA, IL2, RIF, MCL, SDQ, DA, AIA, RIA, M4, RIP, URY, RIV, AUA, SIB, RIH, I5, PVT, RID, SAA, SAB, SMB, RIS, VB, AVF, VA, AS, RIM, PDB, I6, I2, MI, AFD, I3, AIY, PHC",60,27
"2158","8.0",18,2.3,"2",11,"AVD, RMG, RID",3,27
"390","8.0",18,2.3,"3",5,"",0,27
"476","8.0",18,2.3,"4",5,"",0,27
"573","8.0",18,2.3,"5",5,"",0,27
"670","8.0",18,2.3,"6",6,"",0,27
"767","8.0",18,2.3,"7",7,"",0,27
"862","8.0",18,2.3,"8",4,"",0,27
"958","8.0",18,2.3,"9",4,"",0,27
"1051","8.0",18,2.3,"10",3,"",0,27
"11105","8.0",18,2.3,"11",3,"",0,27
"1254","8.0",18,2.3,"12",3,"",0,27
"1343","8.0",18,2.3,"13",3,"",0,27
"1441","8.0",18,2.3,"14",5,"",0,27
"1535","8.0",18,2.3,"15",4,"",0,27
"1632","8.0",18,2.3,"16",2,"",0,27
"1729","8.0",18,2.3,"17",2,"",0,27
"1827","8.0",18,2.3,"18",2,"",0,27
"1926","8.0",18,2.3,"19",3,"",0,27
"2022","8.0",18,2.3,"20",4,"",0,27
"2159","8.0",18,2.3,"21",2,"",0,27
"2222","8.0",18,2.3,"22",3,"",0,27
"2317","8.0",18,2.3,"23",3,"",0,27
"2416","8.0",18,2.3,"24",2,"",0,27
"2515","8.0",18,2.3,"25",2,"",0,27
"2614","8.0",18,2.3,"26",2,"",0,27
"0132","8.0",18,2.4,"0",28,"PVC, AVD, AIB, AVE, PVW, MCL, DB, AVB, AVG, AIA, DA, RIR, LUAR, RMH, ADA, SAB, RID, I5, M4, PVPL, AIN, AVH, RIG, M1, PVQ, RMG, URA, AVA, PDB, ALA, AVJ, URY, RIA, RIP, SMD, RIF, RIV, IL2, SDQ, I1, M2, AVL, RIB, PVR, BDU, RIS, AIY, AIZ, NSML, RIC, RMD, SAA, RIH, AIM, FLP, PVM, PLN, RIM, I3, VC, PHC, I4, MI, AS, M5, URB, IL1, I6, DVB, VB, AVF, CEPD, RME, DVC, M3, DD, SMB, VA, URX, PVT, DVA, SIB, ALN, PLM, ADE, I2, AUA, AVK, AFD, ALM, ASG, AWC, OLL, ADF, PHB, AVM, ASI, ASEL, CAN, AWA, ASJ, SIA, VD, ASH, OLQ, BAG, AWB, ASER, AQR.PQR",109,29
"1255","8.0",18,2.4,"1",25,"AVD, AVE, AVG",3,29
"2160","8.0",18,2.4,"2",10,"RMG",1,29
"391","8.0",18,2.4,"3",6,"",0,29
"477","8.0",18,2.4,"4",5,"",0,29
"574","8.0",18,2.4,"5",4,"",0,29
"671","8.0",18,2.4,"6",4,"",0,29
"768","8.0",18,2.4,"7",6,"",0,29
"863","8.0",18,2.4,"8",3,"",0,29
"959","8.0",18,2.4,"9",4,"",0,29
"1052","8.0",18,2.4,"10",3,"",0,29
"11106","8.0",18,2.4,"11",3,"",0,29
"1256","8.0",18,2.4,"12",5,"",0,29
"1344","8.0",18,2.4,"13",7,"",0,29
"1442","8.0",18,2.4,"14",2,"",0,29
"1536","8.0",18,2.4,"15",3,"",0,29
"1633","8.0",18,2.4,"16",3,"",0,29
"1730","8.0",18,2.4,"17",3,"AIB",1,29
"1828","8.0",18,2.4,"18",2,"",0,29
"1927","8.0",18,2.4,"19",2,"",0,29
"2023","8.0",18,2.4,"20",2,"",0,29
"2161","8.0",18,2.4,"21",2,"",0,29
"2223","8.0",18,2.4,"22",4,"",0,29
"2318","8.0",18,2.4,"23",3,"",0,29
"2417","8.0",18,2.4,"24",2,"",0,29
"2516","8.0",18,2.4,"25",2,"",0,29
"2615","8.0",18,2.4,"26",2,"",0,29
"2711","8.0",18,2.4,"27",2,"",0,29
"2810","8.0",18,2.4,"28",2,"",0,29
"0133","8.0",18,2.5,"0",27,"PVC, AVD, AIB, PVW, AVE, MCL, AVB, AIA, AVG, DB, SAB, DA, RIR, LUAR, RID, ADA, RMH, I5, PVPL, M4, PVQ, AVH, AIN, RIG, URA, M1, RMG, ALA, PDB, RIF, RIP, URY, RIA, SDQ, SMD, BDU, AIZ, RIB, AVL, IL2, RIS, AVA, RIC, M2, FLP, RIV, I1, SAA, AVJ, VC, NSML, RMD, I4, RIM, AIM, RIH, I3, AIY, PLN, PVR, PHC, I6, PVM, DVB, MI, IL1, AVF, AS, DVC, M3, URB, M5, CEPD, DD, VB, RME, URX, SMB, PVT, VA, DVA, I2, AUA, SIB, AWC, OLL, ADE, PLM, AVK, AFD, ASG, ALM, CAN, ALN, ASI, PHB, ADF, ASJ, VD, AWA, SIA, ASEL, ASH, BAG, OLQ, AVM, AWB, AQR.PQR",108,27
"1257","8.0",18,2.5,"1",25,"AVD, AVE, AVG",3,27
"2162","8.0",18,2.5,"2",7,"RMG, RID",2,27
"392","8.0",18,2.5,"3",5,"",0,27
"478","8.0",18,2.5,"4",6,"",0,27
"575","8.0",18,2.5,"5",3,"",0,27
"672","8.0",18,2.5,"6",5,"",0,27
"769","8.0",18,2.5,"7",3,"",0,27
"864","8.0",18,2.5,"8",4,"AIB, PVC, AVG, RIG, RIB, AVE, AVJ, RIS, RIA, LUAR, M1, URY, RMD, RIM, PVR, RIR, ADA, RIP, PVQ, AVA, DVA, RME, AVB, AVL, M2, AIN, I3, MCL, RMH, ALM, SMD, PLM, I6, DVB, PDB, AIA, URB, ALA, SIB, RMG, AVH, PVPL, SMB, I1, M4, SAA, PVW, AS, NSML, MI, M5, RIH, SAB, SDQ, RIF, AIY, SIA, ASJ",58,27
"960","8.0",18,2.5,"9",3,"",0,27
"1053","8.0",18,2.5,"10",3,"",0,27
"11107","8.0",18,2.5,"11",6,"",0,27
"1258","8.0",18,2.5,"12",4,"",0,27
"1345","8.0",18,2.5,"13",3,"",0,27
"1443","8.0",18,2.5,"14",8,"",0,27
"1537","8.0",18,2.5,"15",2,"",0,27
"1634","8.0",18,2.5,"16",6,"",0,27
"1731","8.0",18,2.5,"17",4,"",0,27
"1829","8.0",18,2.5,"18",2,"",0,27
"1928","8.0",18,2.5,"19",3,"",0,27
"2024","8.0",18,2.5,"20",2,"",0,27
"2163","8.0",18,2.5,"21",2,"",0,27
"2224","8.0",18,2.5,"22",2,"",0,27
"2319","8.0",18,2.5,"23",3,"",0,27
"2418","8.0",18,2.5,"24",3,"",0,27
"2517","8.0",18,2.5,"25",5,"",0,27
"2616","8.0",18,2.5,"26",3,"AIB, RIC",2,27
"0134","8.0",18,2.6,"0",26,"PVC, AVD, AIB, AVE, PVW, MCL, DB, SAB, AVB, AVG, AIA, DA, RIR, LUAR, RMH, ADA, RID, PVPL, I5, PVQ, M4, AVH, AIN, RMG, RIG, M1, URA, SDQ, AVA, ALA, PDB, AVJ, RIF, URY, BDU, RIA, RIP, SMD, RIV, AIZ, AIY, IL2, I1, M2, AVL, RIB, PVR, RIS, NSML, RIC, FLP, VC, RMD, SAA, RIH, I4, PHC, PVM, PLN, RIM, I3, I6, AIM, DVB, MI, AS, M5, URB, DVC, IL1, AVF, M3, VB, CEPD, RME, DD, SMB, VA, URX, PVT, I2, DVA, AFD, SIB, ALN, PLM, AVK, AUA, ADE, OLL, AWC, ALM, ASI, CAN, PHB, ASG, ADF, AVM, AWA, ASEL, ASJ, VD, SIA, ASH, BAG, OLQ, ADL, AWB, AQR.PQR",109,26
"1259","8.0",18,2.6,"1",25,"AVD, AVE, AVG",3,26
"2164","8.0",18,2.6,"2",7,"RMG, RID",2,26
"393","8.0",18,2.6,"3",5,"",0,26
"479","8.0",18,2.6,"4",4,"",0,26
"576","8.0",18,2.6,"5",3,"",0,26
"673","8.0",18,2.6,"6",4,"",0,26
"770","8.0",18,2.6,"7",3,"",0,26
"865","8.0",18,2.6,"8",6,"",0,26
"961","8.0",18,2.6,"9",3,"",0,26
"1054","8.0",18,2.6,"10",3,"AVL",1,26
"11108","8.0",18,2.6,"11",9,"",0,26
"1260","8.0",18,2.6,"12",2,"",0,26
"1346","8.0",18,2.6,"13",4,"",0,26
"1444","8.0",18,2.6,"14",2,"",0,26
"1538","8.0",18,2.6,"15",6,"",0,26
"1635","8.0",18,2.6,"16",4,"",0,26
"1732","8.0",18,2.6,"17",2,"",0,26
"1830","8.0",18,2.6,"18",5,"",0,26
"1929","8.0",18,2.6,"19",3,"",0,26
"2025","8.0",18,2.6,"20",3,"",0,26
"2165","8.0",18,2.6,"21",3,"",0,26
"2225","8.0",18,2.6,"22",3,"",0,26
"2320","8.0",18,2.6,"23",3,"",0,26
"2419","8.0",18,2.6,"24",5,"",0,26
"2518","8.0",18,2.6,"25",6,"",0,26
"0135","8.0",18,2.7,"0",25,"PVC",1,25
"1261","8.0",18,2.7,"1",25,"AVD, AVE, AVG",3,25
"2166","8.0",18,2.7,"2",5,"",0,25
"394","8.0",18,2.7,"3",4,"",0,25
"480","8.0",18,2.7,"4",4,"",0,25
"577","8.0",18,2.7,"5",3,"",0,25
"674","8.0",18,2.7,"6",3,"",0,25
"771","8.0",18,2.7,"7",4,"",0,25
"866","8.0",18,2.7,"8",6,"",0,25
