"","parent_cluster","dim","resol","subcluster","n_cells","cluster_id","n_ident","n_clusters"
"3365","10.0",13,1.9,"3",22,"",0,12
"4314","10.0",13,1.9,"4",19,"",0,12
"5299","10.0",13,1.9,"5",7,"",0,12
"6280","10.0",13,1.9,"6",6,"",0,12
"7264","10.0",13,1.9,"7",5,"",0,12
"8251","10.0",13,1.9,"8",3,"",0,12
"9240","10.0",13,1.9,"9",3,"",0,12
"10221","10.0",13,1.9,"10",3,"",0,12
"11279","10.0",13,1.9,"11",2,"",0,12
"0543","10.0",13,2,"0",39,"LUAR, PVR, PVW, AIB, AIM, AIZ, BDU",7,12
"11280","10.0",13,2,"1",31,"BDU",1,12
"2628","10.0",13,2,"2",29,"ADA, I6, AVJ, AVH, LUAR, PVQ",6,12
"3366","10.0",13,2,"3",17,"",0,12
"4315","10.0",13,2,"4",14,"",0,12
"5300","10.0",13,2,"5",10,"",0,12
"6281","10.0",13,2,"6",7,"",0,12
"7265","10.0",13,2,"7",7,"",0,12
"8252","10.0",13,2,"8",5,"",0,12
"9241","10.0",13,2,"9",5,"",0,12
"10222","10.0",13,2,"10",4,"",0,12
"11281","10.0",13,2,"11",2,"",0,12
"0544","10.0",13,2.1,"0",39,"LUAR, PVR, PVW, AIB, AIM, AIZ, BDU",7,12
"11282","10.0",13,2.1,"1",31,"BDU",1,12
"2629","10.0",13,2.1,"2",29,"ADA, I6, AVJ, AVH, LUAR, PVQ",6,12
"3367","10.0",13,2.1,"3",17,"",0,12
"4316","10.0",13,2.1,"4",14,"",0,12
"5301","10.0",13,2.1,"5",10,"",0,12
"6282","10.0",13,2.1,"6",7,"",0,12
"7266","10.0",13,2.1,"7",6,"",0,12
"8253","10.0",13,2.1,"8",5,"",0,12
"9242","10.0",13,2.1,"9",5,"",0,12
"10223","10.0",13,2.1,"10",5,"",0,12
"11283","10.0",13,2.1,"11",2,"",0,12
"0545","10.0",13,2.2,"0",39,"LUAR, PVR, PVW, AIB, AIM, AIZ, BDU",7,14
"11284","10.0",13,2.2,"1",31,"BDU",1,14
"2630","10.0",13,2.2,"2",28,"ADA, I6, AVJ, LUAR, AVH, PVQ",6,14
"3368","10.0",13,2.2,"3",14,"",0,14
"4317","10.0",13,2.2,"4",12,"",0,14
"5302","10.0",13,2.2,"5",11,"",0,14
"6283","10.0",13,2.2,"6",7,"",0,14
"7267","10.0",13,2.2,"7",5,"",0,14
"8254","10.0",13,2.2,"8",6,"",0,14
"9243","10.0",13,2.2,"9",4,"",0,14
"10224","10.0",13,2.2,"10",4,"",0,14
"11285","10.0",13,2.2,"11",4,"",0,14
"12230","10.0",13,2.2,"12",3,"",0,14
"13209","10.0",13,2.2,"13",2,"",0,14
"0546","10.0",13,2.3,"0",39,"LUAR, PVR, PVW, AIB, AIM, AIZ, BDU",7,15
"11286","10.0",13,2.3,"1",31,"BDU",1,15
"2631","10.0",13,2.3,"2",28,"ADA, I6, AVJ, LUAR, AVH, PVQ",6,15
"3369","10.0",13,2.3,"3",14,"",0,15
"4318","10.0",13,2.3,"4",12,"",0,15
"5303","10.0",13,2.3,"5",9,"",0,15
"6284","10.0",13,2.3,"6",7,"",0,15
"7268","10.0",13,2.3,"7",6,"",0,15
"8255","10.0",13,2.3,"8",5,"",0,15
"9244","10.0",13,2.3,"9",4,"",0,15
"10225","10.0",13,2.3,"10",4,"",0,15
"11287","10.0",13,2.3,"11",3,"",0,15
"12231","10.0",13,2.3,"12",3,"",0,15
"13210","10.0",13,2.3,"13",2,"",0,15
"14188","10.0",13,2.3,"14",3,"",0,15
"0547","10.0",13,2.4,"0",38,"LUAR, PVR, PVW, AIB, AIM, AIZ, BDU",7,18
"11288","10.0",13,2.4,"1",31,"BDU",1,18
"2632","10.0",13,2.4,"2",26,"ADA, I6, AVH, AVJ, LUAR, M1, PVQ",7,18
"3370","10.0",13,2.4,"3",14,"",0,18
"4319","10.0",13,2.4,"4",11,"",0,18
"5304","10.0",13,2.4,"5",7,"",0,18
"6285","10.0",13,2.4,"6",5,"",0,18
"7269","10.0",13,2.4,"7",5,"",0,18
"8256","10.0",13,2.4,"8",7,"",0,18
"9245","10.0",13,2.4,"9",4,"",0,18
"10226","10.0",13,2.4,"10",4,"",0,18
"11289","10.0",13,2.4,"11",3,"",0,18
"12232","10.0",13,2.4,"12",3,"",0,18
"13211","10.0",13,2.4,"13",3,"",0,18
"14189","10.0",13,2.4,"14",3,"",0,18
"15171","10.0",13,2.4,"15",2,"",0,18
"16155","10.0",13,2.4,"16",2,"",0,18
"17143","10.0",13,2.4,"17",2,"",0,18
"0548","10.0",13,2.5,"0",37,"LUAR, PVR",2,20
"11290","10.0",13,2.5,"1",30,"BDU",1,20
"2633","10.0",13,2.5,"2",24,"AVH, ADA, LUAR, I6, M1, AVJ, PVQ, PVC",8,20
"3371","10.0",13,2.5,"3",13,"",0,20
"4320","10.0",13,2.5,"4",8,"",0,20
"5305","10.0",13,2.5,"5",6,"",0,20
"6286","10.0",13,2.5,"6",5,"",0,20
"7270","10.0",13,2.5,"7",6,"",0,20
"8257","10.0",13,2.5,"8",6,"",0,20
"9246","10.0",13,2.5,"9",6,"",0,20
"10227","10.0",13,2.5,"10",4,"",0,20
"11291","10.0",13,2.5,"11",4,"",0,20
"12233","10.0",13,2.5,"12",3,"",0,20
"13212","10.0",13,2.5,"13",2,"",0,20
"14190","10.0",13,2.5,"14",4,"",0,20
"15172","10.0",13,2.5,"15",3,"",0,20
"16156","10.0",13,2.5,"16",2,"",0,20
"17144","10.0",13,2.5,"17",3,"",0,20
"18126","10.0",13,2.5,"18",2,"",0,20
"19116","10.0",13,2.5,"19",2,"",0,20
"0549","10.0",13,2.6,"0",37,"LUAR, PVR",2,20
"11292","10.0",13,2.6,"1",30,"BDU",1,20
"2634","10.0",13,2.6,"2",23,"AVH, ADA, LUAR, I6, M1, AVJ, PVQ, PVC",8,20
"3372","10.0",13,2.6,"3",16,"",0,20
"4321","10.0",13,2.6,"4",8,"",0,20
"5306","10.0",13,2.6,"5",6,"",0,20
"6287","10.0",13,2.6,"6",6,"",0,20
"7271","10.0",13,2.6,"7",4,"",0,20
"8258","10.0",13,2.6,"8",5,"",0,20
"9247","10.0",13,2.6,"9",4,"",0,20
"10228","10.0",13,2.6,"10",4,"",0,20
"11293","10.0",13,2.6,"11",3,"",0,20
"12234","10.0",13,2.6,"12",3,"",0,20
"13213","10.0",13,2.6,"13",4,"",0,20
"14191","10.0",13,2.6,"14",3,"",0,20
"15173","10.0",13,2.6,"15",3,"",0,20
"16157","10.0",13,2.6,"16",3,"",0,20
"17145","10.0",13,2.6,"17",4,"",0,20
"18127","10.0",13,2.6,"18",2,"",0,20
"19117","10.0",13,2.6,"19",2,"",0,20
"0550","10.0",13,2.7,"0",29,"",0,22
"11294","10.0",13,2.7,"1",24,"PVR, BDU, LUAR, AIB, PVM, PVW, AIM, AVM, ALM, AIZ, AVF, PVC, PLM, RIB, RMD, SDQ, SMD, RID, ALA, AUA, FLP, VC, RIP, DVB, I4, ALN, SAA, MI, AQR.PQR, RIC, I3, PVPL, VA, AVG, PVT, PHC, ADA, SAB, AVA, SIA, PLN, VB, AVH, AS, RMG, RIS, I5, RIR, MCL, M2, PVQ, M3, DVC, RIG, BAG, DB, URY, AVE, I6, DA, RMH, AVJ, NSML, PDB, RME, URX, AIN, RIM, I2, AVD, RIA, AVK, SIB, URB, ASEL, SMB, M5, I1",78,22
"2635","10.0",13,2.7,"2",22,"AVH, ADA, I6, AVJ, LUAR, PVQ, M1, PVC",8,22
"3373","10.0",13,2.7,"3",15,"URY, ADA, LUAR",3,22
"4322","10.0",13,2.7,"4",16,"",0,22
"5307","10.0",13,2.7,"5",6,"",0,22
"6288","10.0",13,2.7,"6",6,"",0,22
"7272","10.0",13,2.7,"7",5,"",0,22
"8259","10.0",13,2.7,"8",5,"",0,22
"9248","10.0",13,2.7,"9",4,"",0,22
"10229","10.0",13,2.7,"10",3,"",0,22
"11295","10.0",13,2.7,"11",3,"",0,22
"12235","10.0",13,2.7,"12",3,"",0,22
"13214","10.0",13,2.7,"13",5,"",0,22
"14192","10.0",13,2.7,"14",4,"",0,22
"15174","10.0",13,2.7,"15",3,"",0,22
"16158","10.0",13,2.7,"16",3,"",0,22
"17146","10.0",13,2.7,"17",2,"",0,22
"18128","10.0",13,2.7,"18",4,"",0,22
"19118","10.0",13,2.7,"19",3,"",0,22
"2084","10.0",13,2.7,"20",3,"",0,22
"21138","10.0",13,2.7,"21",2,"",0,22
"0551","10.0",13,2.8,"0",29,"",0,22
"11296","10.0",13,2.8,"1",24,"PVR, BDU, LUAR, AIB, PVM, PVW, AIM, AVM, ALM, AIZ, AVF, PVC, PLM, RIB, RMD, SDQ, SMD, RID, ALA, AUA, FLP, VC, RIP, DVB, I4, ALN, SAA, MI, AQR.PQR, RIC, I3, PVPL, VA, AVG, PVT, PHC, ADA, SAB, AVA, SIA, PLN, VB, AVH, AS, RMG, RIS, I5, RIR, MCL, M2, PVQ, M3, DVC, RIG, BAG, DB, URY, AVE, I6, DA, RMH, AVJ, NSML, PDB, RME, URX, AIN, RIM, I2, AVD, RIA, AVK, SIB, URB, ASEL, SMB, M5, I1",78,22
"2636","10.0",13,2.8,"2",21,"AVH, ADA, PVQ, I6, AVJ, M1, LUAR",7,22
"3374","10.0",13,2.8,"3",15,"URY, ADA, LUAR",3,22
"4323","10.0",13,2.8,"4",10,"",0,22
"5308","10.0",13,2.8,"5",6,"",0,22
"6289","10.0",13,2.8,"6",5,"",0,22
"7273","10.0",13,2.8,"7",6,"",0,22
"8260","10.0",13,2.8,"8",4,"",0,22
"9249","10.0",13,2.8,"9",5,"",0,22
"10230","10.0",13,2.8,"10",3,"",0,22
"11297","10.0",13,2.8,"11",3,"",0,22
"12236","10.0",13,2.8,"12",2,"",0,22
"13215","10.0",13,2.8,"13",3,"",0,22
"14193","10.0",13,2.8,"14",4,"",0,22
"15175","10.0",13,2.8,"15",5,"",0,22
"16159","10.0",13,2.8,"16",4,"",0,22
"17147","10.0",13,2.8,"17",4,"",0,22
"18129","10.0",13,2.8,"18",5,"",0,22
"19119","10.0",13,2.8,"19",7,"",0,22
"2085","10.0",13,2.8,"20",3,"",0,22
"21139","10.0",13,2.8,"21",2,"",0,22
"0552","10.0",13,2.9,"0",27,"BDU",1,19
"11298","10.0",13,2.9,"1",24,"PVR, BDU, LUAR, AIB, PVM, PVW, AIM, AVM, ALM, AIZ, AVF, PVC, PLM, RIB, RMD, SDQ, SMD, RID, ALA, AUA, FLP, VC, RIP, DVB, I4, ALN, SAA, MI, AQR.PQR, RIC, I3, PVPL, VA, AVG, PVT, PHC, ADA, SAB, AVA, SIA, PLN, VB, AVH, AS, RMG, RIS, I5, RIR, MCL, M2, PVQ, M3, DVC, RIG, BAG, DB, URY, AVE, I6, DA, RMH, AVJ, NSML, PDB, RME, URX, AIN, RIM, I2, AVD, RIA, AVK, SIB, URB, ASEL, SMB, M5, I1",78,19
"2637","10.0",13,2.9,"2",21,"AVH, ADA, PVQ, I6, AVJ, M1, LUAR",7,19
"3375","10.0",13,2.9,"3",15,"URY, ADA, LUAR",3,19
"4324","10.0",13,2.9,"4",10,"",0,19
"5309","10.0",13,2.9,"5",6,"",0,19
"6290","10.0",13,2.9,"6",6,"",0,19
"7274","10.0",13,2.9,"7",5,"",0,19
"8261","10.0",13,2.9,"8",4,"",0,19
"9250","10.0",13,2.9,"9",5,"",0,19
"10231","10.0",13,2.9,"10",10,"",0,19
"11299","10.0",13,2.9,"11",3,"",0,19
"12237","10.0",13,2.9,"12",11,"",0,19
"13216","10.0",13,2.9,"13",2,"",0,19
"14194","10.0",13,2.9,"14",3,"",0,19
"15176","10.0",13,2.9,"15",6,"",0,19
"16160","10.0",13,2.9,"16",6,"",0,19
"17148","10.0",13,2.9,"17",3,"",0,19
"18130","10.0",13,2.9,"18",3,"",0,19
"0553","10.0",13,3,"0",26,"BDU",1,22
"11300","10.0",13,3,"1",24,"PVR, BDU, LUAR, AIB, PVM, PVW, AIM, AVM, ALM, AIZ, AVF, PVC, PLM, RIB, RMD, SDQ, SMD, RID, ALA, AUA, FLP, VC, RIP, DVB, I4, ALN, SAA, MI, AQR.PQR, RIC, I3, PVPL, VA, AVG, PVT, PHC, ADA, SAB, AVA, SIA, PLN, VB, AVH, AS, RMG, RIS, I5, RIR, MCL, M2, PVQ, M3, DVC, RIG, BAG, DB, URY, AVE, I6, DA, RMH, AVJ, NSML, PDB, RME, URX, AIN, RIM, I2, AVD, RIA, AVK, SIB, URB, ASEL, SMB, M5, I1",78,22
"2638","10.0",13,3,"2",19,"AVH, ADA, PVQ, I6, AVJ, M1, LUAR",7,22
"3376","10.0",13,3,"3",15,"URY, ADA, LUAR",3,22
"4325","10.0",13,3,"4",9,"",0,22
"5310","10.0",13,3,"5",6,"",0,22
"6291","10.0",13,3,"6",5,"",0,22
"7275","10.0",13,3,"7",4,"",0,22
"8262","10.0",13,3,"8",4,"",0,22
"9251","10.0",13,3,"9",3,"",0,22
"10232","10.0",13,3,"10",3,"",0,22
"11301","10.0",13,3,"11",2,"",0,22
"12238","10.0",13,3,"12",3,"",0,22
"13217","10.0",13,3,"13",6,"",0,22
"14195","10.0",13,3,"14",13,"",0,22
"15177","10.0",13,3,"15",3,"",0,22
"16161","10.0",13,3,"16",3,"",0,22
"17149","10.0",13,3,"17",2,"",0,22
"18131","10.0",13,3,"18",8,"",0,22
"19120","10.0",13,3,"19",2,"",0,22
"2086","10.0",13,3,"20",3,"",0,22
"21140","10.0",13,3,"21",7,"",0,22
"0554","10.0",12,0.1,"0",170,"PVQ, LUAR, ADA",3,1
"0555","10.0",12,0.2,"0",170,"PVQ, LUAR, ADA",3,1
"0556","10.0",12,0.3,"0",170,"PVQ, LUAR, ADA",3,1
"0557","10.0",12,0.4,"0",90,"AVM, M2, PVR, BDU, LUAR, PVQ, PVW",7,2
"11302","10.0",12,0.4,"1",80,"",0,2
"0558","10.0",12,0.5,"0",83,"",0,3
"11303","10.0",12,0.5,"1",49,"",0,3
"2639","10.0",12,0.5,"2",38,"LUAR, AIB, PVR, PVW, AIM, RIB, AIZ, ADA, PVC, RIC, AVM, PVQ, ALA, I4, PHC, MI, PVPL, BDU, AVG, AVF, M2, SAA, AUA, AVH, M3, RIG, SMD, DVC, RIS, I6, ALM, RIP, RID, ALN, AVJ, RMG, PVM, PLM, URY, I5, FLP, VC, M1, PLN, I2, RIM, PVT, MCL, RMD, RIR, DVB, AIN, NSML, I3, RIA, I1, PHA, OLL, RMH, SAB, PHB, M4, AIA, SDQ, IL1, RME, BAG, AQR.PQR, RIH, ASEL, AVK, PDB, DA, SIA, AFD, AS, OLQ, M5, URB, SMB, RIV, AVD, SIB, VB, AVL, VA, URA, ADE, DB",89,3
"0559","10.0",12,0.6,"0",81,"",0,3
"11304","10.0",12,0.6,"1",49,"",0,3
"2640","10.0",12,0.6,"2",40,"LUAR, PVR, PVW, AIB, AIM, BDU, RIB, AIZ, ADA, RIC, AVM, ALA, PVQ, I4, PHC, PVC, MI, PVPL, AVG, AVF, M2, AUA, AVH, M3, RIG, SAA, SMD, DVC, PVM, I6, ALM, RIP, RIS, RID",34,3
"0560","10.0",12,0.7,"0",78,"",0,3
"11305","10.0",12,0.7,"1",50,"",0,3
"2641","10.0",12,0.7,"2",42,"LUAR, PVR, PVW, AIB, AIM, BDU, RIB, AIZ, AVM, ALA, PVQ, ADA, RIC, PHC, I4, PVC, PVPL, AVF, MI, AUA, AVG, AVH, SAA, SMD, M2, PVM",26,3
"0561","10.0",12,0.8,"0",78,"",0,3
"11306","10.0",12,0.8,"1",50,"",0,3
"2642","10.0",12,0.8,"2",42,"LUAR, PVR, PVW, AIB, AIM, BDU, RIB, AIZ, AVM, ALA, PVQ, ADA, RIC, PHC, I4, PVC, PVPL, AVF, MI, AUA, AVG, AVH, SAA, SMD, M2, PVM",26,3
"0562","10.0",12,0.9,"0",75,"",0,3
"11307","10.0",12,0.9,"1",53,"",0,3
"2643","10.0",12,0.9,"2",42,"LUAR, PVR, PVW, AIB, AIM, BDU, RIB, AIZ, AVM, ALA, PVQ, ADA, RIC, PHC, I4, PVC, PVPL, AVF, MI, AUA, AVG, AVH, SAA, SMD, M2, PVM",26,3
"0563","10.0",12,1,"0",73,"",0,3
"11308","10.0",12,1,"1",52,"",0,3
"2644","10.0",12,1,"2",45,"LUAR, PVR, PVW, AIM, AIB, BDU",6,3
"0564","10.0",12,1.1,"0",69,"",0,4
"11309","10.0",12,1.1,"1",48,"",0,4
"2645","10.0",12,1.1,"2",45,"LUAR, AIB, PVW, AIM, PVR",5,4
"3377","10.0",12,1.1,"3",8,"",0,4
"0565","10.0",12,1.2,"0",58,"",0,5
"11310","10.0",12,1.2,"1",47,"",0,5
"2646","10.0",12,1.2,"2",43,"LUAR, PVR",2,5
"3378","10.0",12,1.2,"3",14,"AVH, ADA, LUAR, I6, AVJ, M1, RMG, PVQ, PVC",9,5
"4326","10.0",12,1.2,"4",8,"",0,5
"0566","10.0",12,1.3,"0",47,"",0,5
"11311","10.0",12,1.3,"1",45,"",0,5
"2647","10.0",12,1.3,"2",41,"LUAR, PVR",2,5
"3379","10.0",12,1.3,"3",29,"ADA, AVH, I6, LUAR, AVJ, M1, PVQ, PVC",8,5
"4327","10.0",12,1.3,"4",8,"",0,5
"0567","10.0",12,1.4,"0",48,"",0,6
"11312","10.0",12,1.4,"1",46,"",0,6
"2648","10.0",12,1.4,"2",40,"LUAR, PVR",2,6
"3380","10.0",12,1.4,"3",21,"AVH, ADA, I6, AVJ, LUAR, M1, PVQ",7,6
"4328","10.0",12,1.4,"4",10,"",0,6
"5311","10.0",12,1.4,"5",5,"",0,6
"0568","10.0",12,1.5,"0",42,"",0,6
"11313","10.0",12,1.5,"1",38,"LUAR, PVR",2,6
"2649","10.0",12,1.5,"2",33,"BDU",1,6
"3381","10.0",12,1.5,"3",29,"ADA, I6, AVJ, LUAR, AVH, M1, PVQ",7,6
"4329","10.0",12,1.5,"4",23,"",0,6
"5312","10.0",12,1.5,"5",5,"",0,6
"0569","10.0",12,1.6,"0",38,"LUAR, PVR",2,6
"11314","10.0",12,1.6,"1",39,"",0,6
"2650","10.0",12,1.6,"2",33,"BDU",1,6
"3382","10.0",12,1.6,"3",32,"ADA, I6, AVJ, LUAR, AVH, M1, PVQ",7,6
"4330","10.0",12,1.6,"4",23,"",0,6
"5313","10.0",12,1.6,"5",5,"",0,6
"0570","10.0",12,1.7,"0",38,"LUAR, PVR, AIB, PVW, AIM, BDU, RIB, AIZ, RIC, AVM, ALA, PVQ, ADA, I4, PHC, MI, PVC, PVPL, AUA, AVG, AVF, PVM, M2, SAA, M3, RIG, AVH, SMD, ALM, RIP, RID, ALN, DVC, RMG, FLP, PLM, RIS, URY, I6, I5, PLN, I2, DVB, RIM, PVT, MCL, AVJ, RMD, VC, AIN, NSML, I3, RIA, M1, I1, RIR, PHA, OLL, RMH, SAB, PHB, M4, AIA, SDQ, BAG, IL1, AQR.PQR, AS, RME, RIH, ASEL, AVK, PDB, DA, SIA, AVE, AFD, OLQ, M5, URB, SMB, RIV, AVD, VB, AVL, SIB, VA, URA, DB",89,7
"11315","10.0",12,1.7,"1",38,"",0,7
"2651","10.0",12,1.7,"2",33,"BDU",1,7
"3383","10.0",12,1.7,"3",29,"",0,7
"4331","10.0",12,1.7,"4",23,"",0,7
"5314","10.0",12,1.7,"5",5,"",0,7
"6292","10.0",12,1.7,"6",4,"",0,7
"0571","10.0",12,1.8,"0",38,"LUAR, PVR",2,8
"11316","10.0",12,1.8,"1",33,"BDU",1,8
"2652","10.0",12,1.8,"2",32,"LUAR, ADA, I6, AVH, PVQ",5,8
"3384","10.0",12,1.8,"3",26,"",0,8
"4332","10.0",12,1.8,"4",17,"",0,8
"5315","10.0",12,1.8,"5",13,"",0,8
"6293","10.0",12,1.8,"6",9,"",0,8
"7276","10.0",12,1.8,"7",2,"",0,8
"0572","10.0",12,1.9,"0",37,"LUAR, PVR",2,10
"11317","10.0",12,1.9,"1",33,"BDU",1,10
"2653","10.0",12,1.9,"2",31,"ADA, LUAR, I6, AVJ, AVH, PVQ",6,10
"3385","10.0",12,1.9,"3",19,"",0,10
"4333","10.0",12,1.9,"4",18,"",0,10
"5316","10.0",12,1.9,"5",17,"",0,10
"6294","10.0",12,1.9,"6",6,"",0,10
"7277","10.0",12,1.9,"7",5,"",0,10
"8263","10.0",12,1.9,"8",2,"",0,10
"9252","10.0",12,1.9,"9",2,"",0,10
"0573","10.0",12,2,"0",36,"LUAR, AIB, PVR, PVW, AIZ, AIM, BDU, RIB, ADA, PVPL, RIC, AVM, PVQ, ALA, MI, PHC, AVF, I4, RID, PVC, AUA, RIP, RIM, AVG, M2, SAA, M3, AVH, RIG, SMD, DVC, FLP, RIS, ALN, URY, I6, ALM, PLN, I2, I3, AVJ, RMG, PVM, I5, PLM, VC, DVB, PVT, MCL, RMD, SAB, RIR, I1, AIN, NSML, RIA, M1, OLL, SDQ, PHA, IL1, AVK, AS, RMH, PHB, M4, AIA, BAG, RME, AQR.PQR, SIA, RIH, RIV, PDB, AVL, SIB, ASEL, AVA, OLQ, DA, RIF, AFD, URB, SMB, M5, ADE, AVD, VB, URA, VA, DB",91,10
"11318","10.0",12,2,"1",33,"BDU",1,10
"2654","10.0",12,2,"2",31,"ADA, LUAR, I6, AVJ, AVH, PVQ",6,10
"3386","10.0",12,2,"3",18,"",0,10
"4334","10.0",12,2,"4",17,"",0,10
"5317","10.0",12,2,"5",16,"",0,10
"6295","10.0",12,2,"6",8,"",0,10
"7278","10.0",12,2,"7",5,"",0,10
"8264","10.0",12,2,"8",4,"",0,10
"9253","10.0",12,2,"9",2,"",0,10
"0574","10.0",12,2.1,"0",35,"LUAR, AIB, PVR, PVW, AIZ, AIM, BDU, RIB, ADA, PVPL, RID, RIC, PVQ, ALA, AVF, RIM, AVM, PHC, PVC, MI, RIP, I4, AVG, AUA, FLP, SMD, M2, SAA, AVH, ALM, M3, RIG, I6, URY, PLM, I3, AVJ, DVC, RIS, RMG, ALN, PVM, I2, PLN, I5, VC, PVT, MCL, SAB, RMD, DVB, PHA, M1, RIR, AS, AIN, NSML, I1, RMH, RIA, SDQ, OLL, AVK, AVL, SIB, PHB, IL1, M4, AIA, AQR.PQR, SIA, DVA, BAG, RIV, RME, PDB, RIH, CAN, DA, ADE, URB, AVA, ASEL, AVE, OLQ, AFD, SMB, AVB, RIF, AIY, M5, URX, ASK, ADL, URA, AVD, VB, DB, VA",99,10
"11319","10.0",12,2.1,"1",32,"BDU",1,10
"2655","10.0",12,2.1,"2",30,"ADA, I6, LUAR, AVJ, M1, AVH, PVQ",7,10
"3387","10.0",12,2.1,"3",17,"",0,10
"4335","10.0",12,2.1,"4",17,"",0,10
"5318","10.0",12,2.1,"5",16,"",0,10
"6296","10.0",12,2.1,"6",7,"",0,10
"7279","10.0",12,2.1,"7",7,"",0,10
"8265","10.0",12,2.1,"8",5,"",0,10
"9254","10.0",12,2.1,"9",4,"",0,10
"0575","10.0",12,2.2,"0",35,"LUAR, AIB, PVR, PVW, AIZ, AIM, BDU, RIB, ADA, PVPL, RID, RIC, PVQ, ALA, AVF, RIM, AVM, PHC, PVC, MI, RIP, I4, AVG, AUA, FLP, SMD, M2, SAA, AVH, ALM, M3, RIG, I6, URY, PLM, I3, AVJ, DVC, RIS, RMG, ALN, PVM, I2, PLN, I5, VC, PVT, MCL, SAB, RMD, DVB, PHA, M1, RIR, AS, AIN, NSML, I1, RMH, RIA, SDQ, OLL, AVK, AVL, SIB, PHB, IL1, M4, AIA, AQR.PQR, SIA, DVA, BAG, RIV, RME, PDB, RIH, CAN, DA, ADE, URB, AVA, ASEL, AVE, OLQ, AFD, SMB, AVB, RIF, AIY, M5, URX, ASK, ADL, URA, AVD, VB, DB, VA",99,13
"11320","10.0",12,2.2,"1",32,"BDU",1,13
"2656","10.0",12,2.2,"2",30,"ADA, I6, LUAR, AVJ, M1, AVH, PVQ",7,13
"3388","10.0",12,2.2,"3",17,"",0,13
"4336","10.0",12,2.2,"4",16,"",0,13
"5319","10.0",12,2.2,"5",9,"",0,13
"6297","10.0",12,2.2,"6",6,"",0,13
"7280","10.0",12,2.2,"7",5,"",0,13
"8266","10.0",12,2.2,"8",5,"",0,13
"9255","10.0",12,2.2,"9",6,"",0,13
"10233","10.0",12,2.2,"10",3,"",0,13
"11321","10.0",12,2.2,"11",3,"",0,13
"12239","10.0",12,2.2,"12",3,"",0,13
"0576","10.0",12,2.3,"0",35,"LUAR, AIB, PVR, PVW, AIZ, AIM, BDU, RIB, ADA, PVPL, RID, RIC, PVQ, ALA, AVF, RIM, AVM, PHC, PVC, MI, RIP, I4, AVG, AUA, FLP, SMD, M2, SAA, AVH, ALM, M3, RIG, I6, URY, PLM, I3, AVJ, DVC, RIS, RMG, ALN, PVM, I2, PLN, I5, VC, PVT, MCL, SAB, RMD, DVB, PHA, M1, RIR, AS, AIN, NSML, I1, RMH, RIA, SDQ, OLL, AVK, AVL, SIB, PHB, IL1, M4, AIA, AQR.PQR, SIA, DVA, BAG, RIV, RME, PDB, RIH, CAN, DA, ADE, URB, AVA, ASEL, AVE, OLQ, AFD, SMB, AVB, RIF, AIY, M5, URX, ASK, ADL, URA, AVD, VB, DB, VA",99,14
"11322","10.0",12,2.3,"1",32,"BDU",1,14
"2657","10.0",12,2.3,"2",28,"ADA, I6, AVJ, AVH, LUAR, M1, PVQ",7,14
"3389","10.0",12,2.3,"3",17,"",0,14
"4337","10.0",12,2.3,"4",12,"",0,14
"5320","10.0",12,2.3,"5",8,"",0,14
"6298","10.0",12,2.3,"6",9,"",0,14
"7281","10.0",12,2.3,"7",6,"",0,14
"8267","10.0",12,2.3,"8",5,"",0,14
"9256","10.0",12,2.3,"9",4,"",0,14
"10234","10.0",12,2.3,"10",4,"",0,14
"11323","10.0",12,2.3,"11",4,"",0,14
"12240","10.0",12,2.3,"12",3,"",0,14
"13218","10.0",12,2.3,"13",3,"",0,14
"0577","10.0",12,2.4,"0",34,"LUAR, PVR, AIB, PVW, AIZ, AIM, BDU",7,17
"11324","10.0",12,2.4,"1",30,"BDU",1,17
"2658","10.0",12,2.4,"2",23,"ADA, AVH, I6, AVJ, LUAR, M1, PVQ",7,17
"3390","10.0",12,2.4,"3",16,"",0,17
"4338","10.0",12,2.4,"4",13,"",0,17
"5321","10.0",12,2.4,"5",10,"",0,17
"6299","10.0",12,2.4,"6",6,"",0,17
"7282","10.0",12,2.4,"7",6,"",0,17
"8268","10.0",12,2.4,"8",5,"",0,17
"9257","10.0",12,2.4,"9",4,"",0,17
"10235","10.0",12,2.4,"10",4,"",0,17
"11325","10.0",12,2.4,"11",4,"",0,17
"12241","10.0",12,2.4,"12",3,"",0,17
"13219","10.0",12,2.4,"13",4,"",0,17
"14196","10.0",12,2.4,"14",2,"",0,17
"15178","10.0",12,2.4,"15",2,"",0,17
"16162","10.0",12,2.4,"16",4,"",0,17
"0578","10.0",12,2.5,"0",34,"LUAR, AIB, PVR, PVW, AIZ, AIM, BDU, RIB, ADA, PVPL, RIC, AVM, PVQ, ALA, MI, PHC, AVF, I4, RID, PVC, AUA, RIP, RIM, AVG, M2, SAA, M3, AVH, RIG, SMD, DVC, RIS, ALN, URY, I6, ALM, FLP, PLN, I2, I3, AVJ, RMG, PVM, I5, PLM, VC, DVB, PVT, MCL, RMD, SAB, RIR, I1, AIN, NSML, RIA, M1, OLL, SDQ, PHA, IL1, AVK, AS, RMH, PHB, M4, AIA, BAG, RME, AQR.PQR, SIA, RIH, RIV, PDB, AVL, SIB, ASEL, OLQ, DA, RIF, AFD, URB, SMB, M5, ADE, AVD, VB, URA, VA, DB",90,18
